label_num,label_text
638,5.의료-병원시설정보-물리치료실
639,5.의료-병원시설정보-물리치료실위치/길안내
640,5.의료-병원시설정보-수술실위치/길안내
641,5.의료-병원시설정보-원무과
642,5.의료-병원시설정보-원무과위치/길안내
643,5.의료-병원시설정보-응급실위치/길안내
644,5.의료-병원시설정보-접수처
645,5.의료-병원시설정보-접수처위치/길안내
646,5.의료-병원시설정보-진료실
647,5.의료-병원시설정보-진료실위치/길안내
648,5.의료-의료진호출-긴급의료진호출
649,5.의료-의료진호출-위급상황
650,5.의료-주차정산-주차비정산
651,5.의료-주차정산-차량번호검색
652,5.의료-진료시간예약-담당의사선택
653,5.의료-진료시간예약-진료시간예약
654,5.의료-진료시간예약-진료접수
655,5.의료-진료시간예약-특정의사선택
656,5.의료-진료시간예약-특정전공별선택
657,5.의료-진료시간조회-수술시간조회
658,5.의료-진료시간조회-수술시간표확인
659,5.의료-진료시간조회-시간대별진료시간표조회
660,5.의료-진료시간조회-의사별진료시간표조회
661,5.의료-진료시간조회-진료시간표조회
662,5.정보획득-기름양체크-현재기름양체크
663,5.정보획득-엔진오일교체주기-교체예상일
664,5.정보획득-엔진오일교체주기-엔진오일교체기록
665,5.정보획득-엔진오일교체주기-엔진오일예상교체일
666,5.정보획득-차량블랙박스-내부CCTV확인
667,5.정보획득-차량블랙박스-블랙박스기록확인
668,5.정보획득-차량블랙박스-블랙박스상태확인
669,5.정보획득-차량위치-현재차량위치확인
670,5.차량제어-공조제어-에어컨끄기
671,5.차량제어-공조제어-에어컨제어
672,5.차량제어-공조제어-에어컨켜기
673,5.차량제어-공조제어-히터끄기
674,5.차량제어-공조제어-히터제어
675,5.차량제어-공조제어-히터켜기
676,5.차량제어-도어제어-뒷자리차문닫기
677,5.차량제어-도어제어-뒷자리차문열기
678,5.차량제어-도어제어-전체차문닫기
679,5.차량제어-도어제어-전체차문열기
680,5.차량제어-도어제어-조수석차문닫기
681,5.차량제어-도어제어-조수석차문열기
682,5.차량제어-좌석제어-좌석온도내리기
683,5.차량제어-좌석제어-좌석온도올리기
684,5.차량제어-좌석제어-좌석온도제어
685,5.차량제어-좌석제어-좌석통풍끄기
686,5.차량제어-좌석제어-좌석통풍제어
687,5.차량제어-좌석제어-좌석통풍켜기
688,5.차량제어-창문제어-시동석창문열기
689,5.차량제어-창문제어-전체창문닫기
690,5.차량제어-창문제어-전체창문열기
691,5.차량제어-창문제어-조수석창문닫기
692,5.차량제어-창문제어-조수석창문열기
693,5.편의-로봇청소기제어-단계변경
694,5.편의-로봇청소기제어-단계설정
695,5.편의-로봇청소기제어-모드변경
696,5.편의-로봇청소기제어-모드설정
697,5.편의-로봇청소기제어-모드켜기
698,5.편의-로봇청소기제어-위치확인
699,5.편의-식료품주문-식료품주문내역확인
700,5.편의-식료품주문-식료품주문상태확인
701,5.편의-홈카메라제어-내역확인
702,5.편의-홈카메라제어-위치확인
703,5.편의-홈카메라제어-잔여용량확인
704,6.긴급SOS-긴급SOS-114통화
705,6.긴급SOS-긴급SOS-119신고
706,6.긴급SOS-메시지-긴급메시지발송
707,6.긴급SOS-메시지-긴급메시지발송-비상연락망
708,6.긴급SOS-전화-자녀연락
709,6.반복일상-귀가-부분점등
710,6.반복일상-귀가-전체점등
711,6.반복일상-귀가-점등
712,6.반복일상-기상-블라인드내리기
713,6.반복일상-기상-블라인드닫기
714,6.반복일상-기상-블라인드열기
715,6.반복일상-기상-블라인드올리기
716,6.반복일상-기상-커피머신동작
717,6.반복일상-기상-커피머신상태
718,6.반복일상-기상-토스터동작
719,6.반복일상-기상-토스터예열
720,6.반복일상-기상-토스터켜기
721,6.반복일상-외출-보일러온도설정
722,6.반복일상-외출-보일러온도올림
723,6.반복일상-외출-부분소등
724,6.반복일상-외출-소등
725,6.반복일상-외출-외출소등
726,6.반복일상-외출-전체소등
727,6.반복일상-취침-취침등소등
728,6.반복일상-취침-취침소등
729,6.복지센터-문화센터-강의시간조회
730,6.복지센터-문화센터-수강등록
731,6.복지센터-문화센터-수강료납부
732,6.복지센터-문화센터-출석등록
733,6.복지센터-사회복지-기초노령지원
734,6.복지센터-사회복지-기초생활수급자등록
735,6.복지센터-사회복지-장애인등록
736,6.복지센터-제증명-가족관계증명서발급
737,6.복지센터-제증명-인감증명발급
738,6.복지센터-제증명-주민등록등본발급
739,6.알림-도착예정알림-거리정보
740,6.알림-도착예정알림-시간정보
741,7.IoT-Modechange-에너지절약모드실행
742,7.IoT-Modechange-에너지절약모드전환
743,7.IoT-ON/OFF-TV끄기
744,7.IoT-ON/OFF-TV켜기
745,7.IoT-ON/OFF-공기청정기끔
746,7.IoT-ON/OFF-공기청정기작동
747,7.교육-가정통신문-어제가정통신문삭제
748,7.교육-가정통신문-어제가정통신문인쇄
749,7.교육-가정통신문-어제가정통신문확인
750,7.교육-놀이&운동서비스-스트레칭설명
751,7.교육-놀이&운동서비스-스트레칭실행
752,7.교육-놀이&운동서비스-주사위게임실행
753,7.교육-놀이&운동서비스-주사위게임안내
754,7.교육-놀이&운동서비스-주사위게임종료
755,7.교육-어학-단어찾기기능
756,7.교육-어학-영어학습기능
757,7.교육-키즈콘텐츠-동요재생
758,7.반복일상-기상-TV켜기
759,7.반복일상-기상-알람끄기
760,7.반복일상-기상-오늘날씨확인
761,7.반복일상-복귀-외출모드해제
762,7.반복일상-복귀-전열기켜기
763,7.반복일상-복귀-환기시작
764,7.반복일상-외출-방범모드실행
765,7.반복일상-외출-보일러외출모드실행
766,7.반복일상-외출-전화기착신설정
767,7.반복일상-취침-TV끄기
768,7.반복일상-취침-내일날씨확인
769,8.IoT-Modechange-건조모드로변경
770,8.IoT-Modechange-삶기모드실행
771,8.IoT-ON/OFF-공기청정기끄기
772,8.IoT-ON/OFF-공기청정기켜기
773,8.IoT-ON/OFF-에어컨끄기
774,8.IoT-ON/OFF-에어컨켜기
775,8.IoT-ON/OFF-청소기켜기
776,8.IoT-ON/OFF-티브이켜기
777,8.IoT-TV채널-TV녹화
778,8.IoT-TV채널-녹화예약
779,8.IoT-TV채널-시청예약
780,8.IoT-TV채널-채널변경
781,8.IoT-상태정보-남은시간확인
782,8.IoT-상태정보-현재상태확인
783,8.IoT-상태조정-빨래세기조정
784,8.IoT-상태조정-빨래회전확인
